Company Name,Job Title,Role,Salaries Reported,Location,Salary
Masthead Technologies,Data Analyst,Specialist,3,New Delhi,₹60/hr
Persistent Systems,Machine Learning Engineer,Specialist,1,Bangalore,"₹9,57,009/yr"
General Mills,Data Analyst,Specialist,4,Mumbai,"₹6,80,000/yr"
Tecure Technology,Data Analyst,Specialist,1,Pune,"₹1,84,929/yr"
Resource Technologies,Machine Learning Engineer,Specialist,1,Hyderabad,"₹2,19,432/yr"
Betterplace Safety Solutions,Data Analyst,Specialist,2,Bangalore,"₹1,84,092/yr"
IFI Techsolutions,Data Engineer,Specialist,1,New Delhi,"₹3,00,000/yr"
Ugam,Data Analyst,Specialist,1,Pune,"₹7,00,000/yr"
Nomura Holdings,Data Scientist,Specialist,1,Mumbai,"₹3,82,356/yr"
Fidelity Investments,Data Engineer,Specialist,2,New Delhi,"₹88,507/mo"
ShapeAI,Machine Learning Engineer,Specialist,1,Bangalore,₹246/hr
Doxper,Data Analyst,Specialist,2,Mumbai,"₹48,437/mo"
Virtual Employee,Data Scientist,Specialist,3,New Delhi,"₹9,77,371/yr"
MAERSK,Data Engineer,Specialist,11,Bangalore,"₹10,74,883/yr"
UXLI,Data Engineer,Manager,1,Hyderabad,"₹27,56,707/yr"
Sprinklr,Data Scientist,Specialist,4,New Delhi,"₹18,04,941/yr"
Zoomcar,Data Scientist,Specialist,1,Bangalore,"₹12,52,803/yr"
Polestar Solutions & Services India,Data Analyst,Manager,1,New Delhi,"₹20,47,631/yr"
Schlumberger,Data Engineer,Manager,1,Pune,"₹18,12,324/yr"
E-rachit Technologies,Data Analyst,Specialist,1,Hyderabad,"₹12,10,770/yr"
Sakshi Softech,Data Engineer,Specialist,1,Pune,"₹2,32,176/yr"
SwitchOn,Data Scientist,Specialist,3,Bangalore,"₹6,69,785/yr"
Mantra Labs,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,31,658/yr"
Quantiphi,Machine Learning Engineer,Specialist,28,Bangalore,₹413/hr
Fragma Data Systems,Data Scientist,Specialist,1,Bangalore,"₹5,01,630/yr"
Walmart Global Tech,Data Engineer,Specialist,5,Bangalore,"₹15,13,463/yr"
Resource Technologies,Machine Learning Engineer,Manager,1,Hyderabad,"₹57,380/mo"
Avnitr,Data Engineer,Specialist,1,Hyderabad,"₹5,64,313/yr"
Google,Data Analyst,Specialist,6,Bangalore,"₹9,17,436/yr"
Emcure Pharmaceuticals,Data Analyst,Specialist,2,Pune,"₹4,51,392/yr"
XYZ Pvt LTD,Data Scientist,Specialist,1,Hyderabad,"₹7,45,896/yr"
Freelancer,Data Scientist,Specialist,1,New Delhi,"₹10,31,658/yr"
Wipro Technologies,Machine Learning Engineer,Specialist,1,Pune,"₹1,71,943/mo"
Philips,Data Scientist,Specialist,9,Bangalore,"₹15,41,572/yr"
Atlassian,Data Scientist,Specialist,1,Bangalore,"₹22,00,000/yr"
Quantiphi,Machine Learning Engineer,Manager,20,Mumbai,"₹1,95,995/mo"
Optum Global Solutions,Data Scientist,Specialist,2,Bangalore,"₹12,13,107/yr"
Tredence,Data Analyst,Specialist,7,Bangalore,"₹6,50,000/yr"
Rainman Consulting,Data Analyst,Specialist,3,Bangalore,"₹4,24,836/yr"
EE Technologies,Data Analyst,Specialist,1,Hyderabad,"₹5,40,000/yr"
DuPont Sustainable Solutions,Data Analyst,Specialist,2,Hyderabad,"₹8,61,090/yr"
HHH,Data Engineer,Specialist,1,Mumbai,"₹5,80,440/yr"
Affle,Data Scientist,Specialist,1,Bangalore,"₹9,33,286/yr"
ValueLabs,Data Scientist,Specialist,1,Hyderabad,"₹25,67,346/yr"
STL - Sterlite Technologies Limited,Data Engineer,Specialist,1,Pune,"₹1,46,754/yr"
Ericsson-Worldwide,Machine Learning Engineer,Manager,1,New Delhi,"₹14,26,704/yr"
Mindboard,Machine Learning Engineer,Specialist,1,Hyderabad,"₹7,25,327/yr"
Bristlecone,Data Scientist,Specialist,1,Mumbai,₹103/hr
HiLabs,Data Scientist,Manager,1,Pune,"₹45,99,608/yr"
Motorola Solutions,Machine Learning Engineer,Specialist,1,Bangalore,"₹12,00,000/yr"
American Management Association,Data Engineer,Specialist,1,New Delhi,"₹5,66,052/yr"
Jio,Data Scientist,Specialist,8,Hyderabad,"₹1,66,418/mo"
Hitachi,Data Scientist,Specialist,1,Hyderabad,"₹26,11,178/yr"
Artificial Learning Systems,Data Scientist,Specialist,3,Bangalore,"₹11,24,740/yr"
FTD,Data Engineer,Specialist,1,Hyderabad,"₹52,059/mo"
SS Supply Chain Solutions,Data Scientist,Specialist,1,Pune,"₹13,12,312/yr"
Maxgen Technologies,Data Scientist,Specialist,1,Pune,"₹2,02,452/yr"
Ocwen Financial,Data Scientist,Specialist,1,Bangalore,"₹12,21,368/yr"
SRI Delhi,Machine Learning Engineer,Specialist,1,New Delhi,"₹15,00,000/yr"
GE Aviation,Data Engineer,Specialist,3,Bangalore,"₹10,31,658/yr"
Reliance Industries,Data Scientist,Specialist,9,Mumbai,"₹17,73,222/yr"
Vaultedge,Machine Learning Engineer,Specialist,1,Bangalore,"₹9,08,078/yr"
NetApp,Data Scientist,Specialist,1,Bangalore,"₹10,00,000/yr"
DU,Data Engineer,Specialist,1,Hyderabad,"₹2,40,000/yr"
Shell,Data Scientist,Manager,1,Bangalore,"₹74,81,517/yr"
Capgemini,Data Scientist,Manager,1,New Delhi,"₹36,50,289/yr"
Aegis,Data Scientist,Specialist,1,Bangalore,₹170/hr
AON,Data Analyst,Specialist,2,New Delhi,"₹23,85,732/yr"
SID Computer Group,Data Engineer,Specialist,1,Hyderabad,"₹1,04,295/yr"
Apisero,Data Scientist,Specialist,2,Bangalore,₹448/hr
Tata Consultancy Services,Data Analyst,Manager,8,Hyderabad,"₹1,17,900/mo"
SupplyCopia,Data Analyst,Specialist,2,New Delhi,₹91/hr
Vyom Labs,Data Scientist,Specialist,2,Pune,"₹3,05,352/yr"
Swiss Re,Data Scientist,Specialist,3,Bangalore,"₹1,12,733/mo"
HT Media,Data Science,Specialist,1,Pune,"₹1,92,696/yr"
Cummins,Data Analyst,Specialist,1,Pune,"₹7,82,484/yr"
Edwards Lifesciences,Data Engineer,Manager,1,Mumbai,"₹44,59,503/yr"
Saviance Technologies,Machine Learning Engineer,Manager,1,New Delhi,"₹23,36,604/yr"
Amazon,Data Analyst,Specialist,44,Bangalore,₹316/hr
Amazon,Machine Learning Engineer,Specialist,4,Bangalore,"₹15,25,549/yr"
Centre for Development of Advanced Computing,Data Engineer,Specialist,1,Pune,"₹4,74,218/yr"
L&T Technology Services,Data Scientist,Specialist,2,Bangalore,₹262/hr
Fuzzy Logix,Data Scientist,Specialist,13,Bangalore,"₹15,56,575/yr"
The Sparks Foundation,Data Science,Specialist,1,Pune,"₹1,00,490/yr"
American Express,Data Scientist,Specialist,1,Hyderabad,"₹13,62,714/yr"
MAERSK,Data Engineer,Specialist,4,Pune,"₹8,00,848/yr"
J.P. Morgan,Data Engineer,Specialist,1,New Delhi,"₹12,21,714/yr"
John Deere,Data Engineer,Specialist,1,Pune,"₹11,29,307/yr"
IBM,Data Engineer,Manager,1,Pune,"₹15,79,696/yr"
5x,Data Engineer,Specialist,1,Hyderabad,"₹4,50,000/yr"
Ugam,Data Analyst,Specialist,10,Mumbai,"₹3,01,786/yr"
Optum,Data Engineer,Manager,1,New Delhi,"₹28,96,436/yr"
Advisory Board,Data Engineer,Specialist,1,Mumbai,"₹34,532/mo"
Juniper Networks,Data Scientist,Manager,1,Bangalore,"₹75,89,522/yr"
vPhrase,Data Scientist,Manager,1,Pune,"₹1,16,384/mo"
Digital Aristotle,Machine Learning Engineer,Specialist,2,Bangalore,"₹10,12,824/yr"
Dun & Bradstreet,Data Analyst,Specialist,1,Mumbai,"₹7,567/mo"
Payzello,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,00,516/yr"
KPMG,Data Scientist,Specialist,1,Bangalore,₹766/hr
Cognizant Technology Solutions,Data Scientist,Specialist,8,Hyderabad,"₹8,90,344/yr"
Raju Tech,Machine Learning Engineer,Specialist,1,Bangalore,"₹13,55,169/yr"
Moneytor,Data Analyst,Specialist,1,Mumbai,"₹3,69,852/yr"
Honeywell,Data Scientist,Specialist,1,Hyderabad,"₹16,53,407/yr"
Flipkart,Data Engineer,Specialist,1,New Delhi,"₹9,67,394/yr"
Trell,Data Scientist,Specialist,1,Bangalore,"₹19,26,960/yr"
Adobe,Data Analyst,Specialist,2,New Delhi,"₹65,397/mo"
Fresher,Data Scientist,Manager,1,New Delhi,"₹15,03,419/yr"
Gauge Data Solutions,Data Analyst,Specialist,3,New Delhi,"₹16,40,740/yr"
Aikon Technologies,Machine Learning Engineer,Specialist,1,Pune,"₹39,309/mo"
Upwork,Machine Learning Engineer,Manager,1,New Delhi,"₹11,27,190/yr"
Infosys,Machine Learning Engineer,Specialist,1,Hyderabad,"₹7,08,995/yr"
Indegene,Data Analyst,Specialist,15,Bangalore,"₹8,21,904/yr"
Subway,Data Science,Specialist,1,Pune,"₹4,98,588/yr"
Xento Systems,Senior Data Scientist,Specialist,1,Pune,"₹11,25,483/yr"
Unacademy,Data Scientist,Specialist,1,Mumbai,"₹17,641/mo"
Thoughtworks,Data Scientist,Specialist,1,Pune,"₹25,69,287/yr"
[24]7.ai,Data Scientist,Specialist,9,Bangalore,"₹19,23,257/yr"
ZSoft Technology Service,Data Engineer,Specialist,1,Hyderabad,"₹6,42,103/yr"
Credit Suisse,Data Engineer,Specialist,1,Pune,₹511/hr
KPMG,Data Scientist,Specialist,1,Bangalore,₹109/hr
DEUSTCHE,Data Analyst,Specialist,1,Pune,"₹19,32,460/yr"
AppsTek,Data Scientist,Specialist,2,Hyderabad,₹342/hr
Aman Singh,Machine Learning Engineer,Specialist,1,Hyderabad,"₹1,20,000/yr"
Flash Electronics (India),Data Analyst,Specialist,1,Pune,"₹1,97,256/yr"
NTT DATA,Data Analyst,Specialist,3,Hyderabad,₹240/hr
Cognizant Technology Solutions,Data Analyst,Specialist,22,Hyderabad,"₹5,27,930/yr"
Capgemini Invent,Data Engineer,Specialist,1,New Delhi,"₹12,43,164/yr"
Decision Point,Data Scientist,Specialist,3,New Delhi,"₹9,89,135/yr"
Kisan Forum,Data Analyst,Manager,1,Pune,₹726/hr
Kutumbh Care,Data Engineer,Specialist,1,Mumbai,"₹3,11,716/yr"
Bombinate Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,02,693/yr"
Flip Robo,Data Scientist,Manager,1,Bangalore,"₹8,09,850/yr"
Innoplexus Associate,Data Scientist,Specialist,9,Pune,"₹88,083/mo"
Lucidity Consulting Group,Data Scientist,Specialist,1,Bangalore,₹344/hr
Freelancer,Data Analyst,Specialist,2,Hyderabad,"₹2,86,452/yr"
Gemini Solutions,Data Engineer,Specialist,1,New Delhi,"₹1,80,000/yr"
SAP,Machine Learning Engineer,Specialist,1,Bangalore,"₹29,640/mo"
Amdocs,Data Analyst,Specialist,4,Pune,"₹91,841/mo"
Maestro Intellect,Data Analyst,Specialist,1,Pune,"₹15,971/mo"
Utopia,Data Scientist,Specialist,1,Bangalore,"₹10,51,532/yr"
54y4,Machine Learning Engineer,Specialist,1,Hyderabad,"₹12,00,000/yr"
Hinduja Global Solutions,Data Scientist,Specialist,3,Bangalore,"₹12,84,643/yr"
Danske IT and Support Services,Data Engineer,Specialist,3,Bangalore,"₹4,71,709/yr"
LTI,Data Engineer,Specialist,16,Pune,₹246/hr
Gartner,Data Engineer,Specialist,1,New Delhi,"₹6,24,717/yr"
Tata Consultancy Services,Data Scientist,Specialist,18,Mumbai,"₹5,66,756/yr"
Unbxd,Data Scientist,Specialist,1,Bangalore,"₹28,38,406/yr"
Snapdeal,Data Analyst,Specialist,9,New Delhi,"₹10,19,603/yr"
Shubh Loans,Data Analyst,Manager,1,Bangalore,"₹1,11,560/mo"
USEReady,Senior Data Scientist,Specialist,1,Pune,₹710/hr
Publicis Sapient,Data Scientist,Manager,1,Bangalore,"₹98,339/mo"
IVYTEL Technologies,Data Scientist,Specialist,2,Bangalore,₹234/hr
General Motors (GM),Data Scientist,Specialist,1,Mumbai,"₹17,84,305/yr"
Wissen Infotech,Data Engineer,Specialist,2,Bangalore,"₹3,40,078/yr"
Exdion,Data Scientist,Specialist,1,Bangalore,"₹6,01,957/yr"
R1 RCM,Data Analyst,Specialist,5,New Delhi,"₹5,37,613/yr"
Wipro Digital,Data Scientist,Manager,1,Hyderabad,"₹22,10,273/yr"
LTI,Data Engineer,Specialist,3,Hyderabad,"₹5,00,000/yr"
Teradata,Data Engineer,Specialist,1,Mumbai,"₹15,61,792/yr"
Mantra Technologies (India),Data Engineer,Specialist,1,Hyderabad,"₹3,12,884/yr"
AB Innovative Software,Machine Learning Engineer,Specialist,1,Mumbai,"₹4,26,816/yr"
3i Infotech,Data Scientist,Specialist,1,Hyderabad,"₹7,34,390/yr"
Sigmoid,Data Engineer,Specialist,4,Bangalore,"₹11,78,751/yr"
Namekart,Data Analyst,Specialist,4,New Delhi,"₹1,80,000/yr"
Grroom,Machine Learning Engineer,Manager,1,Mumbai,"₹12,66,653/yr"
theAsianparent,Machine Learning Engineer,Specialist,1,Mumbai,"₹9,95,830/yr"
Quantiphi,Senior Machine Learning Engineer,Manager,13,Mumbai,₹533/hr
Polaris FT,Data Analyst,Specialist,2,New Delhi,"₹3,14,698/yr"
Not Applicable,Data Scientist,Specialist,1,Hyderabad,"₹18,32,570/yr"
Redeem Systems,Machine Learning Engineer,Specialist,1,Bangalore,₹361/hr
NextGen Invent,Data Analyst,Manager,1,New Delhi,"₹14,13,893/yr"
TeacherActive,Data Analyst,Specialist,1,Hyderabad,"₹3,77,364/yr"
Bobble Keyboard,Data Engineer,Specialist,1,New Delhi,"₹8,691/mo"
Linsyssoft Technologies,Data Scientist,Specialist,3,Pune,"₹4,11,680/yr"
Smart Desert,Data Analyst,Specialist,2,Bangalore,"₹5,66,691/yr"
Sampoorna,Data Engineer,Manager,1,Pune,"₹13,63,049/yr"
Automation Anywhere,Data Scientist,Specialist,1,Bangalore,"₹32,00,000/yr"
Fractal,Data Engineer,Specialist,16,Bangalore,₹518/hr
Candle Techserv,Machine Learning Engineer,Specialist,1,New Delhi,"₹10,42,947/yr"
Child Health Imprints,Data Scientist,Specialist,2,New Delhi,"₹70,275/mo"
Kyndryl,Data Scientist,Specialist,1,Bangalore,"₹9,00,000/yr"
Axis Bank,Data Analyst,Specialist,4,Bangalore,"₹65,892/mo"
NTT DATA,Data Engineer,Specialist,1,Pune,"₹4,60,764/yr"
Jotter,Data Scientist,Specialist,9,Hyderabad,"₹76,252/mo"
Quantiphi,Data Engineer,Manager,1,Bangalore,"₹13,11,720/yr"
Lifetime Wellness Rx International Limited,Data Analyst,Specialist,1,Hyderabad,"₹4,51,451/yr"
72 Dragons,Data Analyst,Specialist,2,Mumbai,"₹2,76,516/yr"
EY,Data Analyst,Specialist,23,Bangalore,"₹4,68,651/yr"
Professional Data Analysts,Data Scientist,Manager,1,Pune,"₹29,87,387/yr"
Aligned Automation,Senior Data Scientist,Manager,1,Pune,"₹69,30,771/yr"
CGI,Data Engineer,Specialist,1,Hyderabad,"₹2,44,344/yr"
Faurecia,Data Scientist,Specialist,1,Mumbai,"₹1,01,809/mo"
Optum,Senior Machine Learning Engineer,Manager,1,Mumbai,"₹38,51,244/yr"
Accenture,Data Analyst,Manager,5,Hyderabad,"₹14,70,943/yr"
Zomato,Data Analyst,Specialist,2,New Delhi,"₹69,495/mo"
Ankit R Jain & Associates,Data Scientist,Specialist,1,Bangalore,"₹6,00,000/yr"
LTI,Data Analyst,Specialist,4,Pune,"₹55,146/mo"
Parexel,Data Analyst,Specialist,2,Hyderabad,"₹5,19,540/yr"
Infosys,Data Engineer,Specialist,14,Bangalore,"₹5,98,946/yr"
Object Technology Solutions India,Data Analyst,Specialist,1,Hyderabad,"₹3,63,228/yr"
Kroll,Data Scientist,Specialist,1,Hyderabad,"₹11,00,000/yr"
Freshworks,Data Scientist,Specialist,1,Bangalore,"₹53,85,118/yr"
Deloitte,Data Analyst,Specialist,2,Pune,"₹9,20,124/yr"
Hurrey Tech Ventures,Machine Learning Engineer,Specialist,1,Bangalore,"₹1,07,488/yr"
Sixth Energy Technologies,Data Analyst,Specialist,3,Bangalore,"₹3,56,402/yr"
Anicca Data,Machine Learning Engineer,Specialist,1,Bangalore,"₹9,50,000/yr"
McKinsey & Company,Data Scientist,Manager,1,New Delhi,"₹65,76,221/yr"
deepak Lalwani,Data Analyst,Specialist,1,Mumbai,"₹6,04,404/yr"
Tata Consultancy Services (North America),Data Engineer,Specialist,1,Pune,"₹8,28,729/yr"
Vereigen Media,Data Analyst,Specialist,1,Pune,₹152/hr
Fractal,Data Engineer,Specialist,7,Mumbai,"₹11,00,000/yr"
OYO,Data Analyst,Specialist,15,New Delhi,₹283/hr
Bajaj Finance,Data Engineer,Specialist,5,Pune,"₹6,24,033/yr"
Brainwave Consulting,Data Science,Specialist,1,Pune,"₹60,840/yr"
Jobminar,Data Analyst,Manager,1,Hyderabad,"₹10,21,886/yr"
Acalvio,Data Scientist,Specialist,1,Bangalore,"₹1,153/hr"
Capgemini,Data Analyst,Manager,2,Hyderabad,"₹12,36,495/yr"
Citicorp Services India,Data Analyst,Specialist,6,Bangalore,"₹10,61,562/yr"
Octro,Data Engineer,Specialist,2,New Delhi,"₹71,335/mo"
Idexcel,Data Scientist,Specialist,2,Bangalore,"₹7,09,784/yr"
Idol Soft,Data Analyst,Specialist,1,Hyderabad,"₹5,18,419/yr"
ESK Technologies,Machine Learning Engineer,Specialist,1,Hyderabad,"₹9,19,187/yr"
GE Aviation,Data Scientist,Specialist,3,Bangalore,"₹13,49,689/yr"
MSCI,Data Scientist,Specialist,1,Mumbai,"₹8,70,393/yr"
CARS24.com,Data Scientist,Specialist,6,New Delhi,₹510/hr
Crediwatch,Data Scientist,Specialist,1,Bangalore,"₹1,00,326/yr"
CBRE,Data Scientist,Specialist,1,Hyderabad,₹346/hr
Vois (India),Data Scientist,Specialist,1,Bangalore,"₹17,39,484/yr"
Algoritmo (Singapore),Data Scientist,Specialist,1,Pune,"₹1,92,696/yr"
iOPEX Technologies,Data Scientist,Manager,1,Bangalore,"₹21,64,121/yr"
Bartleby Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹13,09,535/yr"
Energy Exemplar,Data Analyst,Specialist,2,Pune,"₹16,77,629/yr"
Bewakoof Brands,Data Scientist,Specialist,2,Mumbai,"₹7,30,703/yr"
Sravathi AI Technology,Data Scientist,Specialist,1,Bangalore,"₹7,00,000/yr"
Noodle.ai,Machine Learning Engineer,Specialist,1,Bangalore,"₹18,12,949/yr"
Coviam,Data Analyst,Specialist,3,Bangalore,"₹8,78,427/yr"
Infort Technology,Data Analyst,Specialist,1,Pune,"₹4,35,192/yr"
WNS,Data Scientist,Specialist,1,Bangalore,"₹13,40,000/yr"
Tata Consultancy Services,Machine Learning Engineer,Specialist,1,Mumbai,"₹2,20,740/yr"
Nagarro,Data Scientist,Specialist,10,New Delhi,"₹10,24,121/yr"
Cartesian Consulting,Data Scientist,Specialist,2,Bangalore,"₹9,54,426/yr"
Evalueserve,Data Scientist,Specialist,1,Bangalore,"₹20,00,000/yr"
Hudl,Data Analyst,Manager,1,Mumbai,"₹97,036/mo"
Quantiphi,Machine Learning Engineer,Specialist,1,Mumbai,"₹2,49,888/yr"
Tata Consultancy Services,Data Analyst,Specialist,36,Mumbai,"₹4,79,071/yr"
Ericsson-Worldwide,Data Analyst,Specialist,15,New Delhi,"₹37,444/mo"
Data Semantics,Data Engineer,Specialist,2,Bangalore,"₹6,24,665/yr"
ABCDEF,Data Scientist,Manager,1,Hyderabad,"₹14,10,622/mo"
Fresher,Junior Data Scientist,Specialist,1,Pune,"₹10,04,895/yr"
HT Media,Data Scientist,Specialist,1,Bangalore,"₹1,82,520/yr"
Klugheit Software,Data Scientist,Specialist,1,Pune,"₹4,80,000/yr"
Tata Consultancy Services (North America),Data Scientist,Manager,1,Hyderabad,"₹1,65,771/mo"
Virtusa,Machine Learning Engineer,Specialist,1,Bangalore,"₹7,34,390/yr"
Ericsson IT Solutions & Services,Data Engineer,Specialist,1,New Delhi,"₹15,27,142/yr"
Google,Data Engineer,Specialist,1,Mumbai,"₹7,25,787/yr"
Quantcast,Data Engineer,Specialist,1,Mumbai,"₹20,14,668/yr"
Self Opportunity,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,00,000/yr"
Google,Data Scientist,Specialist,1,Pune,"₹75,71,032/yr"
Cognizant,Data Scientist,Specialist,1,Bangalore,"₹3,25,584/yr"
DynPro,Data Engineer,Specialist,1,Pune,"₹3,69,857/yr"
QuEST Global,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,67,041/yr"
Agara Labs,Machine Learning Engineer,Specialist,1,Bangalore,"₹29,54,147/yr"
Siemens Digital Industries Software,Data Scientist,Specialist,1,Pune,"₹9,12,580/yr"
Manipal University,Data Science,Specialist,1,Pune,"₹6,00,000/yr"
IQVIA,Data Analyst,Specialist,3,New Delhi,"₹48,510/mo"
Realshoppee Retail,Data Analyst,Specialist,2,Hyderabad,"₹5,03,064/yr"
ICS Consultancy,Data Engineer,Manager,1,Mumbai,"₹64,31,711/yr"
Essentia SoftServ,Data Engineer,Specialist,1,New Delhi,"₹2,40,000/yr"
Tata Consultancy Services (North America),Data Engineer,Specialist,1,Mumbai,"₹10,00,000/yr"
First Student,Data Analyst,Specialist,6,Bangalore,"₹6,53,141/yr"
Express Analytics,Data Engineer,Specialist,1,Pune,"₹12,00,000/yr"
Atos-Syntel,Data Engineer,Specialist,2,Pune,₹207/hr
Bank of America,Data Scientist,Specialist,1,New Delhi,"₹13,00,000/yr"
Bitwise Solutions (India),Data Engineer,Specialist,2,Pune,"₹4,80,814/yr"
State Bank of India,Data Scientist,Specialist,1,Hyderabad,"₹96,623/mo"
Invendis Technologies India,Data Scientist,Specialist,1,Bangalore,"₹15,07,343/yr"
DONE by NONE,Data Engineer,Specialist,4,Bangalore,"₹3,08,220/yr"
BRIDGEi2i,Data Scientist,Specialist,1,Bangalore,"₹13,06,364/yr"
Tata Communications,Data Analyst,Specialist,3,Pune,"₹2,03,280/yr"
Quantiphi,Data Engineer,Specialist,40,Mumbai,"₹7,30,063/yr"
Sunrise Senior Living,Data Scientist,Specialist,1,Bangalore,"₹5,02,448/mo"
NewSpace Research and Technologies,Machine Learning Engineer,Specialist,2,New Delhi,"₹26,115/mo"
JustDial,Data Analyst,Specialist,2,Mumbai,"₹3,22,104/yr"
Piramal Enterprises,Data Scientist,Specialist,1,Bangalore,₹675/hr
Bain & Company,Data Analyst,Specialist,3,New Delhi,"₹9,91,280/yr"
Sokrati,Data Analyst,Specialist,3,Pune,"₹37,643/mo"
PayPal,Data Analyst,Specialist,3,Bangalore,"₹6,98,674/yr"
Taglr,Machine Learning Engineer,Specialist,1,Mumbai,"₹4,51,723/yr"
DeepEdge,Machine Learning Engineer,Manager,1,Hyderabad,"₹8,98,403/yr"
Blueocean Market Intelligence,Data Scientist,Specialist,5,Bangalore,"₹7,44,551/yr"
Eagle TK Infotech,Data Scientist,Specialist,2,Pune,"₹59,455/mo"
JoulestoWatts Business Solutions,Data Scientist,Specialist,1,Bangalore,"₹8,07,768/yr"
InfoCepts,Data Analyst,Manager,1,Pune,"₹16,50,142/yr"
Everlytics,Data Scientist,Manager,1,Bangalore,"₹1,22,738/mo"
Capgemini,Data Engineer,Manager,1,Hyderabad,"₹29,45,647/yr"
Shssns,Data Scientist,Specialist,1,Bangalore,"₹41,870/mo"
Optum,Machine Learning Engineer,Specialist,1,New Delhi,"₹51,583/mo"
Skandiabanken,Data Scientist,Specialist,1,Bangalore,"₹20,46,452/yr"
Exusia,Data Analyst,Specialist,2,Pune,"₹3,99,044/yr"
BuddhiMed Technologies,Data Scientist,Specialist,1,Bangalore,"₹12,98,412/yr"
InfinityLabs,Machine Learning Engineer,Specialist,1,New Delhi,"₹6,71,212/yr"
EMPLOYERS,Data Scientist,Manager,1,Mumbai,"₹1,29,68,793/yr"
Tech Mahindra,Data Scientist,Specialist,1,New Delhi,"₹6,20,028/yr"
My Ally,Data Scientist,Specialist,2,Hyderabad,₹504/hr
Smart Joules,Machine Learning Engineer,Specialist,1,New Delhi,"₹5,50,793/yr"
TCS,Data Engineer,Specialist,1,Bangalore,"₹5,20,000/yr"
Sigmoid Analytics,Data Scientist,Specialist,6,Bangalore,"₹12,46,266/yr"
Sankalp Group,Data Analyst,Specialist,1,Hyderabad,"₹6,18,995/yr"
Infosys,Data Analyst,Specialist,14,Hyderabad,"₹4,95,265/yr"
S&P Global,Data Engineer,Specialist,1,New Delhi,"₹1,02,546/mo"
Tata Consultancy Services Big,Data Engineer,Manager,1,Pune,"₹14,28,373/yr"
Visa Inc.,Data Scientist,Specialist,3,Bangalore,₹153/hr
Thoughtworks,Data Scientist,Specialist,2,Bangalore,"₹8,65,467/yr"
SysBasis Solutions,Data Scientist,Specialist,2,Hyderabad,"₹25,204/mo"
